date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,weather_key
2021-03-04,-0.4,0.6,-2.1,0.0,27.9,472
2021-02-14,-17.7,-15.4,-20.2,1.5,27.8,473
2021-11-26,-3.9,-0.6,-7.2,0.0,24.3,474
2020-04-04,5.6,13.4,2.0,2.4,21.6,475
2020-07-29,24.5,29.0,21.3,1.3,22.8,476
2020-10-09,18.6,26.1,10.9,0.0,34.2,477
2020-11-25,7.0,8.0,6.0,10.8,21.5,478
2021-02-08,-14.7,-10.7,-20.5,1.9,19.4,479
2021-06-14,21.7,23.2,18.5,0.0,28.9,480
2021-08-01,20.7,22.2,18.4,1.1,25.3,481
2021-09-19,23.7,28.6,18.3,0.3,19.8,482
2020-04-23,8.4,12.6,5.0,1.2,22.0,483
2020-06-06,17.3,20.5,13.6,0.0,22.7,484
2021-03-28,5.9,11.3,0.7,0.0,37.6,485
2021-05-13,11.5,17.8,2.4,0.0,20.5,486
2020-09-20,15.3,20.8,10.0,0.0,20.4,487
2020-10-25,7.3,8.2,5.8,0.4,23.8,488
2021-08-09,23.7,27.4,22.0,41.8,30.9,489
2021-10-01,22.0,28.4,16.3,0.0,18.7,490
2020-04-07,16.8,23.9,11.6,14.3,29.2,491
2021-01-01,-0.9,0.9,-3.7,15.7,34.0,492
2021-04-05,18.0,22.6,12.5,0.3,26.3,493
2021-03-21,8.7,16.1,1.7,0.0,23.9,494
2021-09-29,19.4,24.2,14.0,0.0,16.6,495
2020-04-25,5.9,7.1,4.4,17.5,31.7,496
2020-05-07,9.9,17.6,6.1,0.0,31.3,497
2021-04-26,14.2,24.2,3.4,0.0,38.9,498
2021-05-15,13.8,16.9,9.8,1.6,19.9,499
2021-12-08,-2.7,0.7,-5.8,0.0,20.4,500
2020-12-02,0.3,7.5,-4.2,0.0,23.0,501
2021-09-26,19.4,26.1,13.4,0.0,31.4,502
2021-10-23,8.9,12.3,6.6,0.0,16.8,503
2021-11-17,12.0,15.7,6.3,8.6,31.6,504
2020-04-20,8.7,15.6,-0.1,1.1,34.4,505
2020-05-14,15.9,22.0,10.8,17.6,25.3,506
2020-05-15,15.9,19.7,8.8,8.0,25.5,507
2021-01-15,0.7,2.9,-2.5,1.8,22.2,508
2021-08-05,24.4,30.1,17.6,0.0,22.3,509
2021-11-08,12.0,17.2,8.8,0.0,24.7,510
2021-11-22,-2.0,1.3,-4.9,0.0,24.6,511
2020-08-31,23.8,30.5,18.4,0.3,22.8,512
2021-04-17,5.9,8.6,3.5,0.0,19.1,513
2021-04-27,22.1,29.8,13.7,0.0,32.4,514
2020-04-17,1.7,3.5,0.9,7.5,21.1,515
2021-08-23,24.8,31.8,18.8,1.8,15.2,516
2021-11-18,1.6,5.9,-0.3,0.0,39.7,517
2020-11-18,3.9,9.5,-1.9,0.0,36.5,518
2021-02-23,2.4,4.8,-0.1,0.0,37.0,519
2021-04-24,10.7,13.3,8.7,2.2,24.5,520
2021-12-24,7.2,13.8,-1.0,0.0,31.0,521
2021-05-26,21.7,27.5,15.0,2.6,26.5,522
2021-03-11,11.1,15.8,5.1,1.7,43.0,523
2021-03-03,4.2,10.2,0.4,0.0,26.5,524
2021-06-06,26.8,31.7,21.4,0.1,31.7,525
2020-05-20,12.3,15.4,10.1,0.0,24.6,526
2020-08-12,21.7,25.3,16.8,0.0,14.3,527
2020-09-18,13.5,15.3,10.4,0.1,28.0,528
2021-07-25,26.8,31.5,21.7,0.0,16.4,529
2021-10-07,19.5,22.6,17.9,18.0,18.6,530
2020-05-05,6.4,8.0,4.8,6.1,20.5,531
2020-07-26,27.7,32.8,22.6,4.1,24.0,532
2020-11-28,3.0,9.3,-2.5,0.0,27.9,533
2021-01-13,2.2,6.8,-1.3,0.0,22.0,534
2021-01-17,-0.7,0.2,-2.7,3.2,13.9,535
2021-03-31,3.9,7.6,1.3,0.1,26.7,536
2021-04-28,10.6,20.8,6.6,8.8,23.7,537
2021-07-04,25.9,31.8,20.2,0.0,19.8,538
2021-09-13,24.7,31.2,20.6,0.0,19.4,539
2020-08-20,22.8,29.4,15.3,0.0,13.9,540
2020-11-20,11.9,14.9,7.6,0.0,31.5,541
2021-03-22,11.9,18.5,6.3,0.0,24.0,542
2021-06-01,16.1,22.1,9.1,0.0,16.7,543
2021-06-11,23.5,28.3,18.8,0.0,15.5,544
2020-09-10,16.9,17.8,16.5,6.0,27.3,545
2020-09-23,19.3,25.0,14.0,0.0,17.3,546
2020-09-28,13.9,17.3,11.4,7.6,26.1,547
2020-10-20,8.8,11.9,6.0,3.2,23.6,548
2020-12-20,1.6,4.3,0.2,0.0,25.0,549
2021-12-06,-1.4,3.7,-8.3,0.0,40.5,550
2021-12-22,-4.0,-0.8,-7.2,0.0,30.4,551
2020-10-03,9.8,13.9,6.5,2.8,15.8,552
2021-03-02,-1.2,6.2,-9.1,0.0,29.2,553
2021-08-19,24.7,27.3,22.1,1.8,14.0,554
2021-09-07,22.8,30.6,18.5,17.8,43.6,555
2021-03-15,0.7,3.1,-0.3,5.3,35.9,556
2021-09-20,23.5,26.8,21.4,11.6,30.6,557
2020-09-13,18.6,23.0,15.0,0.0,17.4,558
2020-10-01,10.7,13.8,8.5,5.2,23.8,559
2020-11-05,15.5,19.4,12.7,0.0,24.2,560
2020-08-10,24.5,29.6,21.3,7.5,23.5,561
2020-12-31,-3.8,-1.0,-7.3,0.0,16.6,562
2021-01-31,-0.6,0.4,-1.4,14.7,37.1,563
2020-07-08,27.1,30.5,24.0,0.5,16.5,564
2020-09-19,12.5,15.6,8.8,0.0,14.2,565
2021-07-19,22.2,25.3,18.1,0.0,16.2,566
2021-07-23,26.0,30.1,22.0,3.2,17.4,567
2021-12-30,1.8,2.9,0.5,1.5,16.2,568
2021-04-06,20.4,26.6,13.2,0.0,28.9,569
2021-06-26,23.8,27.3,22.2,41.8,34.5,570
2021-08-04,22.9,27.4,17.3,0.0,12.8,571
2021-09-05,21.5,27.3,16.0,0.0,23.2,572
2021-12-27,4.5,9.9,-0.2,11.1,36.1,573
2020-09-05,21.5,27.2,17.0,0.0,32.4,574
2020-11-07,15.3,21.1,11.1,0.0,24.8,575
2021-01-05,-1.6,3.5,-4.4,0.0,15.1,576
2021-02-15,-11.5,-7.7,-16.7,9.7,43.5,577
2021-03-23,11.6,16.2,9.2,7.6,29.1,578
2020-08-05,18.8,23.3,12.4,0.0,12.6,579
2020-09-09,17.4,19.0,16.5,4.7,27.2,580
2021-07-10,20.5,22.8,18.2,8.1,21.5,581
2021-11-24,6.0,9.9,1.6,0.3,33.0,582
2021-03-01,-2.5,0.4,-5.5,0.0,24.3,583
2021-03-29,6.7,15.5,-1.9,0.0,40.4,584
2021-06-22,17.9,22.5,12.6,0.0,25.4,585
2021-11-23,-0.1,5.3,-5.6,0.0,29.5,586
2020-04-21,5.6,9.6,2.4,0.0,29.5,587
2021-12-29,1.3,2.3,0.0,1.4,18.9,588
2020-05-24,21.8,27.7,16.1,0.0,22.2,589
2020-09-26,22.1,28.4,16.9,0.0,37.6,590
2020-10-30,2.3,4.6,0.2,0.0,23.0,591
2020-11-21,5.0,6.9,3.6,0.0,20.7,592
2021-11-12,4.1,6.3,1.6,0.7,37.0,593
2020-04-06,7.5,13.2,0.6,1.5,17.4,594
2020-08-01,22.1,23.9,20.5,4.5,16.1,595
2020-09-02,23.5,29.3,19.6,0.0,26.8,596
2020-11-08,17.6,23.4,12.6,0.2,26.0,597
2020-12-03,1.5,6.7,-2.1,0.0,26.1,598
2021-12-14,5.1,10.2,-0.4,4.2,24.1,599
2020-08-14,23.7,27.3,19.9,0.0,19.3,600
2021-07-21,19.5,21.4,18.2,0.2,21.4,601
2020-04-22,7.8,14.1,1.9,2.9,22.2,602
2021-05-17,15.8,18.7,12.7,0.0,16.7,603
2021-07-08,18.0,20.5,16.5,9.0,27.2,604
2021-11-01,5.3,8.9,2.3,0.0,27.4,605
2021-04-29,9.9,13.5,6.6,5.0,26.4,606
2021-05-23,21.7,27.5,13.6,6.6,16.6,607
2021-08-31,23.1,25.9,18.8,0.0,25.2,608
2021-05-21,24.1,29.7,18.0,0.0,27.6,609
2021-10-09,20.0,24.2,15.5,0.5,22.7,610
2020-05-04,5.2,7.3,3.7,0.0,30.4,611
2021-03-25,5.7,7.9,3.2,5.4,36.4,612
2020-12-04,2.6,6.8,0.1,0.0,26.7,613
2021-10-31,8.8,11.9,5.0,0.0,27.8,614
2021-12-26,2.1,4.7,-0.9,0.0,32.8,615
2021-02-04,-1.0,1.3,-4.5,8.5,41.9,616
2021-05-04,11.1,15.9,9.3,0.7,26.2,617
2021-09-30,19.9,24.0,15.2,0.0,16.2,618
2021-07-11,19.0,20.4,18.0,23.2,28.2,619
2020-07-15,24.9,29.9,21.0,58.1,28.2,620
2021-05-12,9.1,13.2,3.7,0.0,15.5,621
2021-10-17,11.6,17.6,7.0,0.0,22.0,622
2020-12-13,-0.4,2.3,-2.6,0.0,22.6,623
2021-04-01,-0.7,1.4,-3.3,0.0,31.0,624
2021-06-18,27.0,32.4,20.8,0.3,29.5,625
2021-12-17,0.2,3.5,-3.5,0.0,21.5,626
2020-07-10,24.5,28.5,21.8,19.0,27.4,627
2020-08-27,27.4,32.1,24.0,3.3,24.0,628
2020-11-12,5.4,11.0,0.8,0.3,17.4,629
2021-08-16,21.4,24.3,17.0,0.0,17.4,630
2021-08-17,22.9,26.0,19.2,0.6,15.9,631
2020-09-14,18.6,21.6,15.8,0.0,12.8,632
2020-10-02,9.5,12.7,7.8,0.1,22.7,633
2020-12-16,-0.5,0.5,-2.0,0.5,25.7,634
2020-12-30,-0.2,2.3,-4.4,9.1,30.3,635
2021-01-23,-5.9,-0.2,-12.1,0.0,17.7,636
