date,ride_count,lag_1,lag_7,rolling_mean_7,temperature_2m_mean,precipitation_sum,windspeed_10m_max,is_holiday,day_of_week,is_weekend,month,date_key
2021-01-18,3600,2546,3382,3692.714285714286,-2.8,0.0,20.3,1,2,0,1,20210118
2021-01-19,3154,3600,4186,3545.285714285714,-3.8,2.4,26.6,0,3,0,1,20210119
2021-01-20,2713,3154,4449,3297.285714285714,-4.6,0.0,37.4,0,4,0,1,20210120
2021-01-21,4202,2713,3618,3380.714285714286,1.1,0.0,36.4,0,5,0,1,20210121
2021-01-22,3132,4202,4148,3235.5714285714284,-7.2,0.0,28.5,0,6,0,1,20210122
2021-01-23,3565,3132,3302,3273.1428571428573,-5.9,0.0,17.7,0,7,1,1,20210123
2021-01-24,3018,3565,2546,3340.5714285714284,-1.0,2.2,19.8,0,1,1,1,20210124
2021-01-25,3032,3018,3600,3259.4285714285716,-0.3,3.6,35.3,0,2,0,1,20210125
2021-01-26,1266,3032,3154,2989.714285714286,-1.0,12.5,34.4,0,3,0,1,20210126
2021-01-27,2256,1266,2713,2924.4285714285716,-4.2,0.7,28.8,0,4,0,1,20210127
2021-01-28,2616,2256,4202,2697.8571428571427,-10.2,0.0,22.3,0,5,0,1,20210128
2021-01-29,3268,2616,3132,2717.285714285714,-7.3,0.0,21.8,0,6,0,1,20210129
2021-01-30,2220,3268,3565,2525.1428571428573,-1.4,9.0,36.6,0,7,1,1,20210130
2021-01-31,486,2220,3018,2163.4285714285716,-0.6,14.7,37.1,0,1,1,1,20210131
2021-02-01,1797,486,3032,1987.0,-1.5,0.0,31.9,0,2,0,2,20210201
2021-02-02,2317,1797,1266,2137.1428571428573,-3.2,0.0,24.8,0,3,0,2,20210202
2021-02-03,2710,2317,2256,2202.0,-6.3,0.0,20.7,0,4,0,2,20210203
2021-02-04,1721,2710,2616,2074.1428571428573,-1.0,8.5,41.9,0,5,0,2,20210204
2021-02-05,1326,1721,3268,1796.7142857142858,-10.6,0.1,41.9,0,6,0,2,20210205
2021-02-06,859,1326,2220,1602.2857142857142,-13.9,2.0,29.3,0,7,1,2,20210206
2021-02-07,569,859,486,1614.142857142857,-18.3,0.0,23.3,0,1,1,2,20210207
2021-02-08,928,569,1797,1490.0,-14.7,1.9,19.4,0,2,0,2,20210208
2021-02-09,1288,928,2317,1343.0,-13.0,0.0,25.2,0,3,0,2,20210209
2021-02-10,1245,1288,2710,1133.7142857142858,-11.2,0.7,27.7,0,4,0,2,20210210
2021-02-11,1368,1245,1721,1083.2857142857142,-8.1,0.6,28.2,0,5,0,2,20210211
2021-02-12,1843,1368,1326,1157.142857142857,-9.3,1.5,23.9,0,6,0,2,20210212
2021-02-13,727,1843,859,1138.2857142857142,-13.1,3.4,27.1,0,7,1,2,20210213
2021-02-14,498,727,569,1128.142857142857,-17.7,1.5,27.8,1,1,1,2,20210214
2021-02-15,350,498,928,1045.5714285714287,-11.5,9.7,43.5,1,2,0,2,20210215
2021-02-16,284,350,1288,902.1428571428571,-8.9,5.0,30.6,0,3,0,2,20210216
2021-02-17,634,284,1245,814.8571428571429,-11.1,0.0,19.7,0,4,0,2,20210217
2021-02-18,799,634,1368,733.5714285714286,-7.1,1.1,14.5,0,5,0,2,20210218
2021-02-19,989,799,1843,611.5714285714286,-10.5,0.0,21.3,0,6,0,2,20210219
2021-02-20,1141,989,727,670.7142857142857,-12.0,0.0,18.6,0,7,1,2,20210220
2021-02-21,905,1141,498,728.8571428571429,-4.5,4.1,38.3,0,1,1,2,20210221
2021-02-22,1515,905,350,895.2857142857143,0.2,1.0,35.3,0,2,0,2,20210222
2021-02-23,2846,1515,284,1261.2857142857142,2.4,0.0,37.0,0,3,0,2,20210223
2021-02-24,3147,2846,634,1620.2857142857142,2.4,0.0,32.1,0,4,0,2,20210224
2021-02-25,3185,3147,799,1961.142857142857,-3.3,0.0,16.0,0,5,0,2,20210225
2021-02-26,3932,3185,989,2381.5714285714284,-1.9,0.4,18.4,0,6,0,2,20210226
2021-02-27,7287,3932,1141,3259.5714285714284,3.2,2.2,19.0,0,7,1,2,20210227
2021-02-28,3412,7287,905,3617.714285714286,5.6,0.9,36.0,0,1,1,2,20210228
2021-03-01,3467,3412,1515,3896.5714285714284,-2.5,0.0,24.3,0,2,0,3,20210301
2021-03-02,4085,3467,2846,4073.5714285714284,-1.2,0.0,29.2,0,3,0,3,20210302
2021-03-03,5720,4085,3147,4441.142857142857,4.2,0.0,26.5,0,4,0,3,20210303
2021-03-04,3991,5720,3185,4556.285714285715,-0.4,0.0,27.9,0,5,0,3,20210304
2021-03-05,5440,3991,3932,4771.714285714285,0.3,0.0,18.1,0,6,0,3,20210305
2021-03-06,6904,5440,7287,4717.0,-0.4,0.0,18.0,0,7,1,3,20210306
2021-03-07,6484,6904,3412,5155.857142857143,2.1,0.0,23.0,0,1,1,3,20210307
2021-03-08,8952,6484,3467,5939.428571428572,9.9,0.0,27.9,0,2,0,3,20210308
2021-03-09,10409,8952,4085,6842.857142857143,10.3,0.0,29.2,0,3,0,3,20210309
2021-03-10,7397,10409,5720,7082.428571428572,14.6,0.3,41.6,0,4,0,3,20210310
2021-03-11,7622,7397,3991,7601.142857142857,11.1,1.7,43.0,0,5,0,3,20210311
2021-03-12,7224,7622,5440,7856.0,4.0,0.0,16.5,0,6,0,3,20210312
2021-03-13,12664,7224,6904,8678.857142857143,5.2,0.0,14.8,0,7,1,3,20210313
2021-03-14,5350,12664,6484,8516.857142857143,3.8,0.0,35.4,0,1,1,3,20210314
2021-03-15,2212,5350,8952,7554.0,0.7,5.3,35.9,0,2,0,3,20210315
2021-03-16,4253,2212,10409,6674.571428571428,1.5,0.0,15.7,0,3,0,3,20210316
2021-03-17,3742,4253,7397,6152.428571428572,1.5,10.1,35.8,0,4,0,3,20210317
2021-03-18,3726,3742,7622,5595.857142857143,3.0,9.1,44.0,0,5,0,3,20210318
2021-03-19,6702,3726,7224,5521.285714285715,1.3,0.0,29.3,0,6,0,3,20210319
2021-03-20,12832,6702,12664,5545.285714285715,4.1,0.0,15.7,0,7,1,3,20210320
2021-03-21,16342,12832,5350,7115.571428571428,8.7,0.0,23.9,0,1,1,3,20210321
2021-03-22,11167,16342,2212,8394.857142857143,11.9,0.0,24.0,0,2,0,3,20210322
2021-03-23,5345,11167,4253,8550.857142857143,11.6,7.6,29.1,0,3,0,3,20210323
2021-03-24,8275,5345,3742,9198.42857142857,12.6,2.9,39.2,0,4,0,3,20210324
2021-03-25,6127,8275,3726,9541.42857142857,5.7,5.4,36.4,0,5,0,3,20210325
2021-03-26,6291,6127,6702,9482.714285714286,3.2,4.3,35.3,0,6,0,3,20210326
2021-03-27,12852,6291,12832,9485.57142857143,10.0,2.4,27.7,0,7,1,3,20210327
2021-03-28,7451,12852,16342,8215.42857142857,5.9,0.0,37.6,0,1,1,3,20210328
2021-03-29,9027,7451,11167,7909.714285714285,6.7,0.0,40.4,0,2,0,3,20210329
2021-03-30,9908,9027,5345,8561.57142857143,12.7,0.5,36.8,0,3,0,3,20210330
2021-03-31,6535,9908,8275,8313.0,3.9,0.1,26.7,0,4,0,3,20210331
2021-04-01,5635,6535,6127,8242.714285714286,-0.7,0.0,31.0,0,5,0,4,20210401
2021-04-02,9313,5635,6291,8674.42857142857,2.7,0.0,23.5,0,6,0,4,20210402
2021-04-03,19646,9313,12852,9645.0,10.6,0.0,33.4,0,7,1,4,20210403
2021-04-04,17180,19646,7451,11034.857142857143,12.6,0.0,20.2,1,1,1,4,20210404
2021-04-05,11424,17180,9027,11377.285714285714,18.0,0.3,26.3,0,2,0,4,20210405
2021-04-06,17313,11424,9908,12435.142857142857,20.4,0.0,28.9,0,3,0,4,20210406
2021-04-07,15605,17313,6535,13730.857142857143,19.4,1.3,29.6,0,4,0,4,20210407
2021-04-08,5397,15605,5635,13696.857142857143,14.8,13.7,29.3,0,5,0,4,20210408
2021-04-09,12459,5397,9313,14146.285714285714,12.9,1.4,35.9,0,6,0,4,20210409
2021-04-10,5532,12459,19646,12130.0,9.1,10.1,22.1,0,7,1,4,20210410
2021-04-11,10987,5532,17180,11245.285714285714,8.5,0.1,19.9,0,1,1,4,20210411
2021-04-12,11144,10987,11424,11205.285714285714,12.1,1.8,30.3,0,2,0,4,20210412
2021-04-13,10161,11144,17313,10183.57142857143,8.7,0.0,29.2,0,3,0,4,20210413
2021-04-14,8337,10161,15605,9145.285714285714,5.8,0.0,22.2,0,4,0,4,20210414
2021-04-15,8708,8337,5397,9618.285714285714,5.6,0.0,24.3,0,5,0,4,20210415
2021-04-16,11177,8708,12459,9435.142857142857,5.7,0.0,17.7,0,6,0,4,20210416
2021-04-17,14101,11177,5532,10659.285714285714,5.9,0.0,19.1,0,7,1,4,20210417
2021-04-18,13319,14101,10987,10992.42857142857,9.3,0.2,17.7,0,1,1,4,20210418
2021-04-19,6763,13319,11144,10366.57142857143,8.2,2.8,23.5,0,2,0,4,20210419
2021-04-20,6486,6763,10161,9841.57142857143,3.1,2.9,20.6,0,3,0,4,20210420
2021-04-21,6591,6486,8337,9592.142857142857,2.7,2.5,18.5,0,4,0,4,20210421
2021-04-22,10827,6591,8708,9894.857142857143,6.4,0.0,24.5,0,5,0,4,20210422
2021-04-23,13462,10827,11177,10221.285714285714,10.7,0.0,29.3,0,6,0,4,20210423
2021-04-24,15106,13462,14101,10364.857142857143,10.7,2.2,24.5,0,7,1,4,20210424
2021-04-25,8867,15106,13319,9728.857142857143,5.0,0.0,27.7,0,1,1,4,20210425
2021-04-26,14430,8867,6763,10824.142857142857,14.2,0.0,38.9,0,2,0,4,20210426
2021-04-27,18266,14430,6486,12507.0,22.1,0.0,32.4,0,3,0,4,20210427
2021-04-28,6812,18266,6591,12538.57142857143,10.6,8.8,23.7,0,4,0,4,20210428
2021-04-29,9869,6812,10827,12401.714285714286,9.9,5.0,26.4,0,5,0,4,20210429
2021-04-30,12313,9869,13462,12237.57142857143,7.8,0.0,37.0,0,6,0,4,20210430
2021-05-01,24401,12313,15106,13565.42857142857,15.5,0.0,45.6,0,7,1,5,20210501
2021-05-02,24799,24401,8867,15841.42857142857,21.9,0.1,38.5,1,1,1,5,20210502
2021-05-03,9803,24799,14430,15180.42857142857,17.9,5.4,26.3,0,2,0,5,20210503
2021-05-04,9327,9803,18266,13903.42857142857,11.1,0.7,26.2,0,3,0,5,20210504
2021-05-05,12602,9327,6812,14730.57142857143,8.7,0.0,24.2,0,4,0,5,20210505
2021-05-06,9574,12602,9869,14688.42857142857,8.4,6.8,25.8,0,5,0,5,20210506
2021-05-07,13499,9574,12313,14857.857142857143,8.2,0.4,24.9,0,6,0,5,20210507
2021-05-08,15241,13499,24401,13549.285714285714,6.7,4.3,20.6,0,7,1,5,20210508
2021-05-09,7333,15241,24799,11054.142857142857,6.5,20.7,31.1,0,1,1,5,20210509
2021-05-10,9367,7333,9803,10991.857142857143,6.2,0.4,23.7,0,2,0,5,20210510
2021-05-11,11099,9367,9327,11245.0,6.6,0.2,20.6,0,3,0,5,20210511
2021-05-12,13436,11099,12602,11364.142857142857,9.1,0.0,15.5,0,4,0,5,20210512
2021-05-13,16592,13436,9574,12366.714285714286,11.5,0.0,20.5,0,5,0,5,20210513
2021-05-14,20480,16592,13499,13364.0,13.9,0.0,18.4,0,6,0,5,20210514
2021-05-15,15523,20480,15241,13404.285714285714,13.8,1.6,19.9,0,7,1,5,20210515
2021-05-16,23552,15523,7333,15721.285714285714,15.3,0.0,18.7,0,1,1,5,20210516
2021-05-17,15219,23552,9367,16557.285714285714,15.8,0.0,16.7,0,2,0,5,20210517
2021-05-18,12671,15219,11099,16781.85714285714,18.3,4.4,25.5,0,3,0,5,20210518
2021-05-19,16068,12671,13436,17157.85714285714,19.9,6.4,30.3,0,4,0,5,20210519
2021-05-20,20540,16068,16592,17721.85714285714,23.5,0.0,28.0,0,5,0,5,20210520
2021-05-21,24921,20540,20480,18356.285714285714,24.1,0.0,27.6,0,6,0,5,20210521
2021-05-22,35025,24921,15523,21142.285714285714,25.0,0.2,24.3,0,7,1,5,20210522
2021-05-23,21597,35025,23552,20863.0,21.7,6.6,16.6,0,1,1,5,20210523
2021-05-24,19949,21597,15219,21538.714285714286,22.2,0.2,27.4,0,2,0,5,20210524
2021-05-25,18914,19949,12671,22430.571428571428,25.0,2.0,34.9,0,3,0,5,20210525
2021-05-26,20490,18914,16068,23062.285714285714,21.7,2.6,26.5,0,4,0,5,20210526
2021-05-27,11836,20490,20540,21818.85714285714,12.5,16.2,36.6,0,5,0,5,20210527
2021-05-28,7319,11836,24921,19304.285714285714,9.2,9.1,42.0,0,6,0,5,20210528
2021-05-29,21812,7319,35025,17416.714285714286,10.1,0.0,31.5,0,7,1,5,20210529
2021-05-30,26981,21812,21597,18185.85714285714,13.0,0.0,16.2,0,1,1,5,20210530
2021-05-31,21663,26981,19949,18430.714285714286,16.7,0.5,21.9,1,2,0,5,20210531
2021-06-01,19510,21663,18914,18515.85714285714,16.1,0.0,16.7,0,3,0,6,20210601
2021-06-02,20270,19510,20490,18484.428571428572,17.4,0.0,20.2,0,4,0,6,20210602
2021-06-03,23576,20270,11836,20161.571428571428,21.4,0.0,20.2,0,5,0,6,20210603
2021-06-04,25839,23576,7319,22807.285714285714,26.8,0.1,31.6,0,6,0,6,20210604
2021-06-05,36697,25839,21812,24933.714285714286,27.4,0.0,30.8,0,7,1,6,20210605
2021-06-06,29112,36697,26981,25238.14285714286,26.8,0.1,31.7,0,1,1,6,20210606
2021-06-07,17672,29112,21663,24668.0,23.1,24.2,22.0,0,2,0,6,20210607
2021-06-08,22651,17672,19510,25116.714285714286,23.4,3.7,19.4,0,3,0,6,20210608
2021-06-09,24871,22651,20270,25774.0,21.4,1.0,16.8,0,4,0,6,20210609
2021-06-10,25642,24871,23576,26069.14285714286,20.4,0.0,15.0,0,5,0,6,20210610
2021-06-11,29897,25642,25839,26648.85714285714,23.5,0.0,15.5,0,6,0,6,20210611
2021-06-12,34624,29897,36697,26352.714285714286,22.3,0.8,17.8,0,7,1,6,20210612
2021-06-13,34832,34624,29112,27169.85714285714,22.6,0.0,17.7,0,1,1,6,20210613
2021-06-14,23382,34832,17672,27985.571428571428,21.7,0.0,28.9,0,2,0,6,20210614
2021-06-15,24204,23382,22651,28207.428571428572,19.4,0.0,22.2,0,3,0,6,20210615
2021-06-16,25620,24204,24871,28314.428571428572,18.6,0.0,20.9,0,4,0,6,20210616
2021-06-17,26334,25620,25642,28413.285714285714,24.6,0.0,29.5,0,5,0,6,20210617
2021-06-18,28091,26334,29897,28155.285714285714,27.0,0.3,29.5,0,6,0,6,20210618
2021-06-19,36328,28091,34624,28398.714285714286,24.9,0.2,31.4,1,7,1,6,20210619
2021-06-20,21156,36328,34832,26445.0,22.6,12.5,18.9,0,1,1,6,20210620
2021-06-21,21563,21156,23382,26185.14285714286,19.8,2.5,33.0,0,2,0,6,20210621
2021-06-22,25528,21563,24204,26374.285714285714,17.9,0.0,25.4,0,3,0,6,20210622
2021-06-23,23887,25528,25620,26126.714285714286,20.1,0.7,29.1,0,4,0,6,20210623
2021-06-24,15244,23887,26334,24542.428571428572,22.0,2.6,39.4,0,5,0,6,20210624
2021-06-25,16815,15244,28091,22931.571428571428,22.8,45.6,31.8,0,6,0,6,20210625
2021-06-26,14662,16815,36328,19836.428571428572,23.8,41.8,34.5,0,7,1,6,20210626
2021-06-27,28657,14662,21156,20908.0,24.2,1.7,32.4,0,1,1,6,20210627
2021-06-28,16326,28657,21563,20159.85714285714,23.2,11.4,15.7,0,2,0,6,20210628
2021-06-29,17727,16326,25528,19045.428571428572,24.2,23.1,22.5,0,3,0,6,20210629
2021-06-30,18878,17727,23887,18329.85714285714,23.5,12.3,12.9,0,4,0,6,20210630
2021-07-01,24750,18878,15244,19687.85714285714,18.5,0.8,31.0,0,5,0,7,20210701
2021-07-02,26714,24750,16815,21102.0,16.9,0.0,22.4,0,6,0,7,20210702
2021-07-03,33045,26714,14662,23728.14285714286,22.1,0.0,20.3,0,7,1,7,20210703
2021-07-04,33307,33045,28657,24392.428571428572,25.9,0.0,19.8,1,1,1,7,20210704
2021-07-05,27237,33307,16326,25951.14285714286,27.2,0.0,30.5,0,2,0,7,20210705
2021-07-06,23627,27237,17727,26794.0,27.4,2.5,22.5,0,3,0,7,20210706
2021-07-07,22992,23627,18878,27381.714285714286,24.6,3.1,20.0,0,4,0,7,20210707
2021-07-08,22995,22992,24750,27131.0,18.0,9.0,27.2,0,5,0,7,20210708
2021-07-09,29584,22995,26714,27541.0,18.7,0.0,15.8,0,6,0,7,20210709
2021-07-10,25046,29584,33045,26398.285714285714,20.5,8.1,21.5,0,7,1,7,20210710
2021-07-11,13238,25046,33307,23531.285714285714,19.0,23.2,28.2,0,1,1,7,20210711
2021-07-12,20058,13238,27237,22505.714285714286,20.2,19.4,17.7,0,2,0,7,20210712
2021-07-13,22885,20058,23627,22399.714285714286,21.9,18.8,16.5,0,3,0,7,20210713
2021-07-14,25505,22885,22992,22758.714285714286,24.5,0.2,27.6,0,4,0,7,20210714
2021-07-15,20869,25505,22995,22455.0,23.3,12.7,31.2,0,5,0,7,20210715
2021-07-16,24010,20869,29584,21658.714285714286,19.7,5.4,23.3,0,6,0,7,20210716
2021-07-17,37261,24010,25046,23403.714285714286,19.5,0.2,22.9,0,7,1,7,20210717
2021-07-18,32017,37261,13238,26086.428571428572,21.6,0.9,17.9,0,1,1,7,20210718
2021-07-19,23872,32017,20058,26631.285714285714,22.2,0.0,16.2,0,2,0,7,20210719
2021-07-20,26227,23872,22885,27108.714285714286,23.1,0.0,26.4,0,3,0,7,20210720
2021-07-21,25444,26227,25505,27100.0,19.5,0.2,21.4,0,4,0,7,20210721
2021-07-22,26101,25444,20869,27847.428571428572,22.8,0.4,16.6,0,5,0,7,20210722
2021-07-23,26232,26101,24010,28164.85714285714,26.0,3.2,17.4,0,6,0,7,20210723
2021-07-24,31669,26232,37261,27366.0,27.3,2.5,28.2,0,7,1,7,20210724
2021-07-25,30928,31669,32017,27210.428571428572,26.8,0.0,16.4,0,1,1,7,20210725
2021-07-26,23652,30928,23872,27179.0,26.7,0.0,15.3,0,2,0,7,20210726
2021-07-27,25047,23652,26227,27010.428571428572,26.5,0.0,21.4,0,3,0,7,20210727
2021-07-28,26151,25047,25444,27111.428571428572,27.9,0.3,19.7,0,4,0,7,20210728
2021-07-29,26560,26151,26101,27177.0,25.7,0.0,30.9,0,5,0,7,20210729
2021-07-30,29648,26560,26232,27665.0,19.2,0.3,29.5,0,6,0,7,20210730
2021-07-31,35739,29648,31669,28246.428571428572,21.5,0.0,16.5,0,7,1,7,20210731
2021-08-01,30058,35739,30928,28122.14285714286,20.7,1.1,25.3,0,1,1,8,20210801
2021-08-02,23302,30058,23652,28072.14285714286,20.7,0.5,15.5,0,2,0,8,20210802
2021-08-03,24773,23302,25047,28033.0,22.0,0.5,12.9,0,3,0,8,20210803
2021-08-04,25215,24773,26151,27899.285714285714,22.9,0.0,12.8,0,4,0,8,20210804
2021-08-05,26213,25215,26560,27849.714285714286,24.4,0.0,22.3,0,5,0,8,20210805
2021-08-06,26876,26213,29648,27453.714285714286,22.3,8.9,28.0,0,6,0,8,20210806
2021-08-07,35580,26876,35739,27431.0,24.4,13.3,21.2,0,7,1,8,20210807
2021-08-08,27451,35580,30058,27058.571428571428,26.5,2.2,30.6,0,1,1,8,20210808
2021-08-09,17085,27451,23302,26170.428571428572,23.7,41.8,30.9,0,2,0,8,20210809
2021-08-10,20539,17085,24773,25565.571428571428,25.8,7.1,41.7,0,3,0,8,20210810
2021-08-11,21222,20539,25215,24995.14285714286,25.3,12.0,42.4,0,4,0,8,20210811
2021-08-12,24047,21222,26213,24685.714285714286,26.0,0.3,30.7,0,5,0,8,20210812
2021-08-13,28742,24047,26876,24952.285714285714,23.2,0.6,17.7,0,6,0,8,20210813
2021-08-14,37328,28742,35580,25202.0,22.2,0.0,18.5,0,7,1,8,20210814
2021-08-15,31379,37328,27451,25763.14285714286,21.2,0.0,16.8,0,1,1,8,20210815
2021-08-16,23447,31379,17085,26672.0,21.4,0.0,17.4,0,2,0,8,20210816
2021-08-17,24852,23447,20539,27288.14285714286,22.9,0.6,15.9,0,3,0,8,20210817
2021-08-18,25211,24852,21222,27858.0,24.0,6.7,14.4,0,4,0,8,20210818
2021-08-19,25160,25211,24047,28017.0,24.7,1.8,14.0,0,5,0,8,20210819
2021-08-20,28344,25160,28742,27960.14285714286,25.3,0.5,15.9,0,6,0,8,20210820
2021-08-21,31412,28344,37328,27115.0,26.4,1.0,21.9,0,7,1,8,20210821
2021-08-22,30316,31412,31379,26963.14285714286,22.5,0.1,24.6,0,1,1,8,20210822
2021-08-23,23607,30316,23447,26986.0,24.8,1.8,15.2,0,2,0,8,20210823
2021-08-24,17496,23607,24852,25935.14285714286,25.9,11.1,23.8,0,3,0,8,20210824
2021-08-25,20604,17496,25211,25277.0,27.0,16.4,29.7,0,4,0,8,20210825
2021-08-26,26247,20604,25160,25432.285714285714,25.4,4.7,20.1,0,5,0,8,20210826
2021-08-27,27724,26247,28344,25343.714285714286,26.3,1.4,19.1,0,6,0,8,20210827
2021-08-28,30735,27724,31412,25247.0,26.9,4.3,21.3,0,7,1,8,20210828
2021-08-29,23554,30735,30316,24281.0,26.4,2.4,30.8,0,1,1,8,20210829
2021-08-30,22570,23554,23607,24132.85714285714,23.6,0.0,15.9,0,2,0,8,20210830
2021-08-31,23263,22570,17496,24956.714285714286,23.1,0.0,25.2,0,3,0,8,20210831
2021-09-01,25025,23263,20604,25588.285714285714,21.3,0.3,29.3,0,4,0,9,20210901
2021-09-02,24981,25025,26247,25407.428571428572,20.9,0.0,19.2,0,5,0,9,20210902
2021-09-03,24010,24981,27724,24876.85714285714,21.3,1.3,19.1,0,6,0,9,20210903
2021-09-04,27857,24010,30735,24465.714285714286,21.4,4.1,21.2,1,7,1,9,20210904
2021-09-05,32858,27857,23554,25794.85714285714,21.5,0.0,23.2,1,1,1,9,20210905
2021-09-06,29033,32858,22570,26718.14285714286,20.7,0.0,22.5,1,2,0,9,20210906
2021-09-07,19407,29033,23263,26167.285714285714,22.8,17.8,43.6,0,3,0,9,20210907
2021-09-08,24442,19407,25025,26084.0,19.9,0.0,27.0,0,4,0,9,20210908
2021-09-09,25208,24442,24981,26116.428571428572,18.5,0.1,15.0,0,5,0,9,20210909
2021-09-10,26983,25208,24010,26541.14285714286,20.2,0.0,19.2,0,6,0,9,20210910
2021-09-11,32806,26983,27857,27248.14285714286,23.8,0.0,27.2,0,7,1,9,20210911
2021-09-12,26935,32806,32858,26402.0,24.6,0.0,25.2,0,1,1,9,20210912
2021-09-13,21851,26935,29033,25376.0,24.7,0.0,19.4,0,2,0,9,20210913
2021-09-14,23357,21851,19407,25940.285714285714,25.3,0.2,33.0,0,3,0,9,20210914
2021-09-15,24853,23357,24442,25999.0,20.0,0.0,18.4,0,4,0,9,20210915
2021-09-16,27164,24853,25208,26278.428571428572,20.9,0.0,17.7,0,5,0,9,20210916
2021-09-17,27005,27164,26983,26281.571428571428,24.4,0.0,28.8,0,6,0,9,20210917
2021-09-18,33011,27005,32806,26310.85714285714,21.0,0.0,26.7,0,7,1,9,20210918
2021-09-19,28802,33011,26935,26577.571428571428,23.7,0.3,19.8,0,1,1,9,20210919
2021-09-20,20055,28802,21851,26321.0,23.5,11.6,30.6,0,2,0,9,20210920
2021-09-21,18303,20055,23357,25599.0,19.2,16.8,31.0,0,3,0,9,20210921
2021-09-22,17179,18303,24853,24502.714285714286,15.5,2.8,47.5,0,4,0,9,20210922
2021-09-23,20728,17179,27164,23583.285714285714,14.3,0.0,30.5,0,5,0,9,20210923
2021-09-24,24947,20728,27005,23289.285714285714,17.9,0.8,35.9,0,6,0,9,20210924
2021-09-25,30473,24947,33011,22926.714285714286,15.2,0.7,24.9,0,7,1,9,20210925
2021-09-26,26707,30473,28802,22627.428571428572,19.4,0.0,31.4,0,1,1,9,20210926
2021-09-27,21688,26707,20055,22860.714285714286,22.3,0.2,29.6,0,2,0,9,20210927
2021-09-28,22755,21688,18303,23496.714285714286,19.0,0.0,20.3,0,3,0,9,20210928
2021-09-29,23645,22755,17179,24420.428571428572,19.4,0.0,16.6,0,4,0,9,20210929
2021-09-30,24079,23645,20728,24899.14285714286,19.9,0.0,16.2,0,5,0,9,20210930
2021-10-01,27170,24079,24947,25216.714285714286,22.0,0.0,18.7,0,6,0,10,20211001
2021-10-02,24616,27170,30473,24380.0,20.9,18.1,23.3,0,7,1,10,20211002
2021-10-03,19724,24616,26707,23382.428571428572,20.1,24.3,17.6,0,1,1,10,20211003
2021-10-04,18688,19724,21688,22953.85714285714,18.0,11.7,26.8,0,2,0,10,20211004
2021-10-05,21168,18688,22755,22727.14285714286,17.3,0.6,22.4,0,3,0,10,20211005
2021-10-06,21918,21168,23645,22480.428571428572,18.1,2.6,21.1,0,4,0,10,20211006
2021-10-07,17278,21918,24079,21508.85714285714,19.5,18.0,18.6,0,5,0,10,20211007
2021-10-08,22166,17278,27170,20794.0,18.7,12.2,15.3,0,6,0,10,20211008
2021-10-09,33202,22166,24616,22020.571428571428,20.0,0.5,22.7,0,7,1,10,20211009
2021-10-10,32031,33202,19724,23778.714285714286,22.6,0.3,29.7,0,1,1,10,20211010
2021-10-11,13970,32031,18688,23104.714285714286,21.8,25.3,30.9,1,2,0,10,20211011
2021-10-12,20992,13970,21168,23079.571428571428,17.7,0.7,33.3,0,3,0,10,20211012
2021-10-13,19563,20992,21918,22743.14285714286,17.4,1.3,28.4,0,4,0,10,20211013
2021-10-14,22356,19563,17278,23468.571428571428,19.0,14.7,27.5,0,5,0,10,20211014
2021-10-15,21814,22356,22166,23418.285714285714,14.3,2.1,24.6,0,6,0,10,20211015
2021-10-16,27107,21814,33202,22547.571428571428,11.0,0.0,29.9,0,7,1,10,20211016
2021-10-17,25205,27107,32031,21572.428571428572,11.6,0.0,22.0,0,1,1,10,20211017
2021-10-18,21671,25205,13970,22672.571428571428,13.1,0.0,15.4,0,2,0,10,20211018
2021-10-19,23869,21671,20992,23083.571428571428,14.8,0.0,19.8,0,3,0,10,20211019
2021-10-20,23718,23869,19563,23677.14285714286,16.2,0.4,27.9,0,4,0,10,20211020
2021-10-21,18304,23718,22356,23098.285714285714,12.4,2.8,31.7,0,5,0,10,20211021
2021-10-22,20768,18304,21814,22948.85714285714,9.7,0.0,15.5,0,6,0,10,20211022
2021-10-23,23200,20768,27107,22390.714285714286,8.9,0.0,16.8,0,7,1,10,20211023
2021-10-24,5649,23200,25205,19597.0,9.3,38.5,45.3,0,1,1,10,20211024
2021-10-25,9386,5649,21671,17842.0,10.5,23.1,51.5,0,2,0,10,20211025
2021-10-26,18617,9386,23869,17091.714285714286,10.1,0.0,27.3,0,3,0,10,20211026
2021-10-27,19386,18617,23718,16472.85714285714,9.3,0.0,23.3,0,4,0,10,20211027
2021-10-28,11512,19386,18304,15502.57142857143,11.4,10.3,28.5,0,5,0,10,20211028
2021-10-29,7409,11512,20768,13594.142857142857,12.5,24.0,34.6,0,6,0,10,20211029
2021-10-30,20598,7409,23200,13222.42857142857,11.7,1.4,33.6,0,7,1,10,20211030
2021-10-31,18171,20598,5649,15011.285714285714,8.8,0.0,27.8,0,1,1,10,20211031
2021-11-01,14447,18171,9386,15734.285714285714,5.3,0.0,27.4,0,2,0,11,20211101
2021-11-02,14943,14447,18617,15209.42857142857,3.7,0.0,25.7,0,3,0,11,20211102
2021-11-03,14820,14943,19386,14557.142857142857,3.0,0.0,14.3,0,4,0,11,20211103
2021-11-04,15088,14820,11512,15068.0,3.4,0.0,13.2,0,5,0,11,20211104
2021-11-05,16397,15088,7409,16352.0,4.7,0.0,22.4,0,6,0,11,20211105
