date_key,weather_key,holiday_key,ride_count,lag_1,lag_7,rolling_mean_7
20211023,503,482,23200,20768,27107,22390.714285714286
20211024,133,153,5649,23200,25205,19597.0
20211025,469,16,9386,5649,21671,17842.0
20211026,331,591,18617,9386,23869,17091.714285714286
20211027,465,64,19386,18617,23718,16472.85714285714
20211028,221,377,11512,19386,18304,15502.57142857143
20211029,303,203,7409,11512,20768,13594.142857142857
20211030,136,286,20598,7409,23200,13222.42857142857
20211031,614,159,18171,20598,5649,15011.285714285714
20211101,605,451,14447,18171,9386,15734.285714285714
20211102,181,125,14943,14447,18617,15209.42857142857
20211103,201,287,14820,14943,19386,14557.142857142857
20211104,235,555,15088,14820,11512,15068.0
20211105,85,332,16397,15088,7409,16352.0
20211106,137,540,19119,16397,20598,16140.714285714286
20211107,252,118,19074,19119,18171,16269.714285714286
20211108,510,414,17506,19074,14447,16706.714285714286
20211109,356,384,16771,17506,14943,16967.85714285714
20211110,413,261,17681,16771,14820,17376.571428571428
20211111,441,614,12299,17681,15088,16978.14285714286
20211112,593,26,10226,12299,16397,16096.57142857143
20211113,307,53,10999,10226,19119,14936.57142857143
20211114,90,351,7400,10999,19074,13268.857142857143
20211115,374,10,9989,7400,17506,12195.0
20211116,110,406,13773,9989,16771,11766.714285714286
20211117,504,335,11620,13773,17681,10900.857142857143
20211118,517,3,11062,11620,12299,10724.142857142857
20211119,379,296,11914,11062,10226,10965.285714285714
20211120,174,434,13318,11914,10999,11296.57142857143
20211121,69,578,11087,13318,7400,11823.285714285714
20211122,511,437,8582,11087,9989,11622.285714285714
20211123,586,615,9536,8582,13773,11017.0
20211124,582,320,9032,9536,11620,10647.285714285714
20211125,91,209,4191,9032,11062,9665.714285714286
20211126,474,459,4572,4191,11914,8616.857142857143
20211127,437,288,6483,4572,13318,7640.428571428572
20211128,195,385,6442,6483,11087,6976.857142857143
20211129,204,85,9331,6442,8582,7083.857142857143
20211130,56,626,12276,9331,9536,7475.285714285715
20211201,61,326,12529,12276,9032,7974.857142857143
20211202,224,292,15179,12529,4191,9544.57142857143
20211203,338,483,13872,15179,4572,10873.142857142857
20211204,422,556,12192,13872,6483,11688.714285714286
20211205,48,552,4926,12192,6442,11472.142857142857
20211206,550,38,7763,4926,9331,11248.142857142857
20211207,257,367,7487,7763,12276,10564.0
20211208,500,493,9350,7487,12529,10109.857142857143
20211209,165,94,10877,9350,15179,9495.285714285714
20211210,433,191,8171,10877,13872,8680.857142857143
20211211,82,49,8598,8171,12192,8167.428571428572
20211212,454,608,9019,8598,4926,8752.142857142857
20211213,83,579,9962,9019,7763,9066.285714285714
20211214,599,352,11190,9962,7487,9595.285714285714
20211215,49,425,12201,11190,9350,10002.57142857143
20211216,15,169,9486,12201,10877,9803.857142857143
20211217,626,426,9060,9486,8171,9930.857142857143
20211218,205,390,6303,9060,8598,9603.0
20211219,117,487,6023,6303,9019,9175.0
20211220,62,160,7590,6023,9962,8836.142857142857
20211221,394,95,6879,7590,11190,8220.285714285714
20211222,551,39,5292,6879,12201,7233.285714285715
20211223,318,386,6096,5292,9486,6749.0
20211224,521,430,4806,6096,9060,6141.285714285715
20211225,291,460,3063,4806,6303,5678.428571428572
20211226,615,301,3865,3063,6023,5370.142857142857
20211227,573,407,4903,3865,7590,4986.285714285715
20211228,13,400,2830,4903,6879,4407.857142857143
20211229,588,205,5370,2830,5292,4419.0
20211230,568,206,6129,5370,6096,4423.714285714285
