date,ride_count,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,holiday_name,is_holiday,day_of_week,month,day,week_of_year,is_weekend,season,lag_1,lag_7,rolling_mean_7
2020-11-10,9094,19.0,22.8,10.6,7.6,41.7,None,0,3,11,10,46,0,Autumn,14098,11987,15144.285714285714
2020-11-11,8717,4.4,8.2,1.4,0.0,35.9,Veterans Day,1,4,11,11,46,0,Autumn,9094,12030,14671.0
2020-11-12,9084,5.4,11.0,0.8,0.3,17.4,None,0,5,11,12,46,0,Autumn,8717,12459,14188.857142857143
2020-11-13,8115,3.0,6.7,-1.1,0.6,25.0,None,0,6,11,13,46,0,Autumn,9084,16044,13056.142857142857
2020-11-14,7144,3.8,9.9,-2.3,2.1,36.7,None,0,7,11,14,46,1,Autumn,8115,23846,10670.142857142857
2020-11-15,3447,7.1,12.3,2.1,6.0,54.6,None,0,1,11,15,46,1,Autumn,7144,18439,8528.42857142857
2020-11-16,7136,3.3,7.8,-0.6,0.8,29.3,None,0,2,11,16,47,0,Autumn,3447,14098,7533.857142857143
2020-11-17,6602,1.5,5.0,-1.7,0.0,29.7,None,0,3,11,17,47,0,Autumn,7136,9094,7177.857142857143
2020-11-18,7330,3.9,9.5,-1.9,0.0,36.5,None,0,4,11,18,47,0,Autumn,6602,8717,6979.714285714285
2020-11-19,9226,12.7,17.2,7.3,0.0,40.7,None,0,5,11,19,47,0,Autumn,7330,9084,7000.0
2020-11-20,9900,11.9,14.9,7.6,0.0,31.5,None,0,6,11,20,47,0,Autumn,9226,8115,7255.0
2020-11-21,7899,5.0,6.9,3.6,0.0,20.7,None,0,7,11,21,47,1,Autumn,9900,7144,7362.857142857143
2020-11-22,5018,5.4,7.2,3.9,3.5,18.5,None,0,1,11,22,47,1,Autumn,7899,3447,7587.285714285715
2020-11-23,6401,4.3,6.2,2.1,0.0,20.4,None,0,2,11,23,48,0,Autumn,5018,7136,7482.285714285715
2020-11-24,2775,3.7,6.5,1.6,11.5,29.5,None,0,3,11,24,48,0,Autumn,6401,6602,6935.571428571428
2020-11-25,3262,7.0,8.0,6.0,10.8,21.5,Thanksgiving Eve,1,4,11,25,48,0,Autumn,2775,7330,6354.428571428572
2020-11-26,3583,5.9,8.5,3.0,0.0,23.4,Thanksgiving Day,1,5,11,26,48,0,Autumn,3262,9226,5548.285714285715
2020-11-27,5353,3.9,7.6,0.5,0.0,18.0,None,0,6,11,27,48,0,Autumn,3583,9900,4898.714285714285
2020-11-28,7245,3.0,9.3,-2.5,0.0,27.9,None,0,7,11,28,48,1,Autumn,5353,7899,4805.285714285715
2020-11-29,5453,5.3,9.3,2.5,0.0,28.0,None,0,1,11,29,48,1,Autumn,7245,5018,4867.428571428572
2020-11-30,3940,0.2,3.3,-1.9,1.0,37.8,None,0,2,11,30,49,0,Autumn,5453,6401,4515.857142857143
2020-12-01,4509,-1.8,1.1,-3.9,0.0,25.5,None,0,3,12,1,49,0,Winter,3940,2775,4763.571428571428
2020-12-02,5455,0.3,7.5,-4.2,0.0,23.0,None,0,4,12,2,49,0,Winter,4509,3262,5076.857142857143
2020-12-03,5421,1.5,6.7,-2.1,0.0,26.1,None,0,5,12,3,49,0,Winter,5455,3583,5339.428571428572
2020-12-04,6126,2.6,6.8,0.1,0.0,26.7,None,0,6,12,4,49,0,Winter,5421,5353,5449.857142857143
2020-12-05,6059,2.2,3.4,0.9,0.0,19.5,None,0,7,12,5,49,1,Winter,6126,7245,5280.428571428572
2020-12-06,4278,1.6,2.1,1.0,0.1,12.4,None,0,1,12,6,49,1,Winter,6059,5453,5112.571428571428
2020-12-07,4685,1.4,2.4,0.1,0.0,15.7,None,0,2,12,7,50,0,Winter,4278,3940,5219.0
2020-12-08,4716,1.2,3.2,-0.5,0.0,23.2,None,0,3,12,8,50,0,Winter,4685,4509,5248.571428571428
2020-12-09,6640,3.7,10.3,0.1,0.0,22.3,None,0,4,12,9,50,0,Winter,4716,5455,5417.857142857143
2020-12-10,7666,4.4,10.9,-0.7,0.0,17.5,None,0,5,12,10,50,0,Winter,6640,5421,5738.571428571428
2020-12-11,3861,4.6,6.0,1.3,10.4,31.6,None,0,6,12,11,50,0,Winter,7666,6126,5415.0
2020-12-12,2467,3.5,5.0,0.7,25.4,34.2,None,0,7,12,12,50,1,Winter,3861,6059,4901.857142857143
2020-12-13,4794,-0.4,2.3,-2.6,0.0,22.6,None,0,1,12,13,50,1,Winter,2467,4278,4975.571428571428
2020-12-14,4420,-2.9,-0.6,-4.6,0.0,23.9,None,0,2,12,14,51,0,Winter,4794,4685,4937.714285714285
2020-12-15,4784,-2.5,-0.1,-5.4,0.0,24.4,None,0,3,12,15,51,0,Winter,4420,4716,4947.428571428572
2020-12-16,3794,-0.5,0.5,-2.0,0.5,25.7,None,0,4,12,16,51,0,Winter,4784,6640,4540.857142857143
2020-12-17,4011,0.3,1.3,-1.4,0.4,12.2,None,0,5,12,17,51,0,Winter,3794,7666,4018.714285714286
2020-12-18,5014,-0.9,2.9,-4.6,0.0,28.9,None,0,6,12,18,51,0,Winter,4011,3861,4183.428571428572
2020-12-19,5131,3.5,7.9,0.5,0.0,28.4,None,0,7,12,19,51,1,Winter,5014,2467,4564.0
2020-12-20,4340,1.6,4.3,0.2,0.0,25.0,None,0,1,12,20,51,1,Winter,5131,4794,4499.142857142857
2020-12-21,4681,3.0,7.6,-0.5,0.3,33.8,None,0,2,12,21,52,0,Winter,4340,4420,4536.428571428572
2020-12-22,4857,2.3,5.0,-0.9,0.0,31.4,None,0,3,12,22,52,0,Winter,4681,4784,4546.857142857143
2020-12-23,4547,7.7,11.7,1.9,5.7,46.2,None,0,4,12,23,52,0,Winter,4857,3794,4654.428571428572
2020-12-24,1654,-7.7,-0.7,-10.1,0.1,43.3,Christmas Eve,1,5,12,24,52,0,Winter,4547,4011,4317.714285714285
2020-12-25,864,-9.1,-5.4,-12.6,0.2,28.7,Christmas Day,1,6,12,25,52,0,Winter,1654,5014,3724.8571428571427
2020-12-26,2409,-4.0,1.3,-7.3,0.0,26.9,None,0,7,12,26,52,1,Winter,864,5131,3336.0
2020-12-27,3498,1.1,7.5,-4.5,0.2,26.6,None,0,1,12,27,52,1,Winter,2409,4340,3215.714285714286
2020-12-28,3657,-1.6,0.4,-5.3,0.0,26.3,None,0,2,12,28,53,0,Winter,3498,4681,3069.4285714285716
2020-12-29,2655,-3.8,-0.5,-8.3,4.2,33.4,None,0,3,12,29,53,0,Winter,3657,4857,2754.8571428571427
2020-12-30,1850,-0.2,2.3,-4.4,9.1,30.3,None,0,4,12,30,53,0,Winter,2655,4547,2369.5714285714284
2020-12-31,2730,-3.8,-1.0,-7.3,0.0,16.6,New Year’s Eve,1,5,12,31,53,0,Winter,1850,1654,2523.285714285714
2021-01-01,1068,-0.9,0.9,-3.7,15.7,34.0,New Year's Day,1,6,1,1,53,0,Winter,2730,864,2552.4285714285716
2021-01-02,2275,0.3,1.3,-1.6,0.9,30.0,None,0,7,1,2,53,1,Winter,1068,2409,2533.285714285714
2021-01-03,2383,0.2,2.4,-2.5,3.2,15.1,None,0,1,1,3,53,1,Winter,2275,3498,2374.0
2021-01-04,3209,-2.5,1.6,-4.5,0.1,17.1,None,0,2,1,4,1,0,Winter,2383,3657,2310.0
2021-01-05,3845,-1.6,3.5,-4.4,0.0,15.1,None,0,3,1,5,1,0,Winter,3209,2655,2480.0
2021-01-06,3884,-0.2,1.8,-2.5,0.0,12.8,None,0,4,1,6,1,0,Winter,3845,1850,2770.5714285714284
2021-01-07,3880,1.6,3.0,-0.2,0.0,19.9,None,0,5,1,7,1,0,Winter,3884,2730,2934.8571428571427
2021-01-08,3867,0.8,1.7,-0.3,0.0,26.9,None,0,6,1,8,1,0,Winter,3880,1068,3334.714285714286
2021-01-09,4961,-0.7,1.7,-2.5,0.0,18.9,None,0,7,1,9,1,1,Winter,3867,2275,3718.4285714285716
2021-01-10,3303,-2.3,-1.2,-3.5,0.0,15.5,None,0,1,1,10,1,1,Winter,4961,2383,3849.8571428571427
2021-01-11,3382,-3.4,-1.3,-5.2,0.0,26.3,None,0,2,1,11,2,0,Winter,3303,3209,3874.5714285714284
2021-01-12,4186,-0.6,4.5,-3.4,0.0,24.1,None,0,3,1,12,2,0,Winter,3382,3845,3923.285714285714
2021-01-13,4449,2.2,6.8,-1.3,0.0,22.0,None,0,4,1,13,2,0,Winter,4186,3884,4004.0
2021-01-14,3618,2.0,4.9,-1.0,4.2,23.0,None,0,5,1,14,2,0,Winter,4449,3880,3966.5714285714284
2021-01-15,4148,0.7,2.9,-2.5,1.8,22.2,None,0,6,1,15,2,0,Winter,3618,3867,4006.714285714286
2021-01-16,3302,0.3,3.4,-3.3,1.9,22.1,None,0,7,1,16,2,1,Winter,4148,4961,3769.714285714286
2021-01-17,2546,-0.7,0.2,-2.7,3.2,13.9,None,0,1,1,17,2,1,Winter,3302,3303,3661.5714285714284
2021-01-18,3600,-2.8,-0.5,-4.3,0.0,20.3,"Martin Luther King, Jr. Day",1,2,1,18,3,0,Winter,2546,3382,3692.714285714286
2021-01-19,3154,-3.8,-0.4,-7.5,2.4,26.6,None,0,3,1,19,3,0,Winter,3600,4186,3545.285714285714
2021-01-20,2713,-4.6,0.1,-9.5,0.0,37.4,None,0,4,1,20,3,0,Winter,3154,4449,3297.285714285714
2021-01-21,4202,1.1,4.4,-0.9,0.0,36.4,None,0,5,1,21,3,0,Winter,2713,3618,3380.714285714286
2021-01-22,3132,-7.2,-0.1,-9.8,0.0,28.5,None,0,6,1,22,3,0,Winter,4202,4148,3235.5714285714284
2021-01-23,3565,-5.9,-0.2,-12.1,0.0,17.7,None,0,7,1,23,3,1,Winter,3132,3302,3273.1428571428573
2021-01-24,3018,-1.0,2.3,-2.5,2.2,19.8,None,0,1,1,24,3,1,Winter,3565,2546,3340.5714285714284
2021-01-25,3032,-0.3,0.6,-1.3,3.6,35.3,None,0,2,1,25,4,0,Winter,3018,3600,3259.4285714285716
2021-01-26,1266,-1.0,-0.5,-3.0,12.5,34.4,None,0,3,1,26,4,0,Winter,3032,3154,2989.714285714286
2021-01-27,2256,-4.2,-2.5,-9.0,0.7,28.8,None,0,4,1,27,4,0,Winter,1266,2713,2924.4285714285716
2021-01-28,2616,-10.2,-6.1,-14.7,0.0,22.3,None,0,5,1,28,4,0,Winter,2256,4202,2697.8571428571427
2021-01-29,3268,-7.3,-1.3,-16.3,0.0,21.8,None,0,6,1,29,4,0,Winter,2616,3132,2717.285714285714
2021-01-30,2220,-1.4,1.1,-3.4,9.0,36.6,None,0,7,1,30,4,1,Winter,3268,3565,2525.1428571428573
2021-01-31,486,-0.6,0.4,-1.4,14.7,37.1,None,0,1,1,31,4,1,Winter,2220,3018,2163.4285714285716
2021-02-01,1797,-1.5,0.2,-4.7,0.0,31.9,None,0,2,2,1,5,0,Winter,486,3032,1987.0
2021-02-02,2317,-3.2,-0.3,-5.8,0.0,24.8,None,0,3,2,2,5,0,Winter,1797,1266,2137.1428571428573
2021-02-03,2710,-6.3,-1.7,-11.4,0.0,20.7,None,0,4,2,3,5,0,Winter,2317,2256,2202.0
2021-02-04,1721,-1.0,1.3,-4.5,8.5,41.9,None,0,5,2,4,5,0,Winter,2710,2616,2074.1428571428573
2021-02-05,1326,-10.6,-5.7,-13.1,0.1,41.9,None,0,6,2,5,5,0,Winter,1721,3268,1796.7142857142858
2021-02-06,859,-13.9,-11.0,-17.7,2.0,29.3,None,0,7,2,6,5,1,Winter,1326,2220,1602.2857142857142
2021-02-07,569,-18.3,-14.9,-21.9,0.0,23.3,None,0,1,2,7,5,1,Winter,859,486,1614.142857142857
2021-02-08,928,-14.7,-10.7,-20.5,1.9,19.4,None,0,2,2,8,6,0,Winter,569,1797,1490.0
2021-02-09,1288,-13.0,-10.3,-16.2,0.0,25.2,None,0,3,2,9,6,0,Winter,928,2317,1343.0
2021-02-10,1245,-11.2,-8.1,-16.2,0.7,27.7,None,0,4,2,10,6,0,Winter,1288,2710,1133.7142857142858
2021-02-11,1368,-8.1,-5.1,-12.1,0.6,28.2,None,0,5,2,11,6,0,Winter,1245,1721,1083.2857142857142
2021-02-12,1843,-9.3,-6.2,-12.3,1.5,23.9,None,0,6,2,12,6,0,Winter,1368,1326,1157.142857142857
2021-02-13,727,-13.1,-10.6,-16.9,3.4,27.1,None,0,7,2,13,6,1,Winter,1843,859,1138.2857142857142
2021-02-14,498,-17.7,-15.4,-20.2,1.5,27.8,Valentine’s Day,1,1,2,14,6,1,Winter,727,569,1128.142857142857
2021-02-15,350,-11.5,-7.7,-16.7,9.7,43.5,Washington's Birthday,1,2,2,15,7,0,Winter,498,928,1045.5714285714287
2021-02-16,284,-8.9,-7.1,-12.0,5.0,30.6,None,0,3,2,16,7,0,Winter,350,1288,902.1428571428571
2021-02-17,634,-11.1,-7.3,-15.2,0.0,19.7,None,0,4,2,17,7,0,Winter,284,1245,814.8571428571429
2021-02-18,799,-7.1,-5.2,-9.2,1.1,14.5,None,0,5,2,18,7,0,Winter,634,1368,733.5714285714286
2021-02-19,989,-10.5,-7.5,-14.5,0.0,21.3,None,0,6,2,19,7,0,Winter,799,1843,611.5714285714286
2021-02-20,1141,-12.0,-6.6,-18.8,0.0,18.6,None,0,7,2,20,7,1,Winter,989,727,670.7142857142857
2021-02-21,905,-4.5,1.5,-10.2,4.1,38.3,None,0,1,2,21,7,1,Winter,1141,498,728.8571428571429
2021-02-22,1515,0.2,2.8,-2.9,1.0,35.3,None,0,2,2,22,8,0,Winter,905,350,895.2857142857143
2021-02-23,2846,2.4,4.8,-0.1,0.0,37.0,None,0,3,2,23,8,0,Winter,1515,284,1261.2857142857142
2021-02-24,3147,2.4,5.2,-3.7,0.0,32.1,None,0,4,2,24,8,0,Winter,2846,634,1620.2857142857142
2021-02-25,3185,-3.3,2.6,-9.2,0.0,16.0,None,0,5,2,25,8,0,Winter,3147,799,1961.142857142857
2021-02-26,3932,-1.9,3.5,-9.4,0.4,18.4,None,0,6,2,26,8,0,Winter,3185,989,2381.5714285714284
2021-02-27,7287,3.2,10.4,-0.9,2.2,19.0,None,0,7,2,27,8,1,Winter,3932,1141,3259.5714285714284
2021-02-28,3412,5.6,12.3,1.2,0.9,36.0,None,0,1,2,28,8,1,Winter,7287,905,3617.714285714286
2021-03-01,3467,-2.5,0.4,-5.5,0.0,24.3,None,0,2,3,1,9,0,Spring,3412,1515,3896.5714285714284
2021-03-02,4085,-1.2,6.2,-9.1,0.0,29.2,None,0,3,3,2,9,0,Spring,3467,2846,4073.5714285714284
2021-03-03,5720,4.2,10.2,0.4,0.0,26.5,None,0,4,3,3,9,0,Spring,4085,3147,4441.142857142857
2021-03-04,3991,-0.4,0.6,-2.1,0.0,27.9,None,0,5,3,4,9,0,Spring,5720,3185,4556.285714285715
2021-03-05,5440,0.3,6.3,-4.5,0.0,18.1,None,0,6,3,5,9,0,Spring,3991,3932,4771.714285714285
2021-03-06,6904,-0.4,3.9,-4.7,0.0,18.0,None,0,7,3,6,9,1,Spring,5440,7287,4717.0
2021-03-07,6484,2.1,8.0,-4.0,0.0,23.0,None,0,1,3,7,9,1,Spring,6904,3412,5155.857142857143
2021-03-08,8952,9.9,16.5,5.1,0.0,27.9,None,0,2,3,8,10,0,Spring,6484,3467,5939.428571428572
2021-03-09,10409,10.3,17.1,4.3,0.0,29.2,None,0,3,3,9,10,0,Spring,8952,4085,6842.857142857143
2021-03-10,7397,14.6,19.0,11.1,0.3,41.6,None,0,4,3,10,10,0,Spring,10409,5720,7082.428571428572
2021-03-11,7622,11.1,15.8,5.1,1.7,43.0,None,0,5,3,11,10,0,Spring,7397,3991,7601.142857142857
2021-03-12,7224,4.0,8.2,0.9,0.0,16.5,None,0,6,3,12,10,0,Spring,7622,5440,7856.0
2021-03-13,12664,5.2,13.3,-1.7,0.0,14.8,None,0,7,3,13,10,1,Spring,7224,6904,8678.857142857143
2021-03-14,5350,3.8,5.6,1.6,0.0,35.4,None,0,1,3,14,10,1,Spring,12664,6484,8516.857142857143
2021-03-15,2212,0.7,3.1,-0.3,5.3,35.9,None,0,2,3,15,11,0,Spring,5350,8952,7554.0
2021-03-16,4253,1.5,3.5,-0.5,0.0,15.7,None,0,3,3,16,11,0,Spring,2212,10409,6674.571428571428
2021-03-17,3742,1.5,3.9,-0.8,10.1,35.8,None,0,4,3,17,11,0,Spring,4253,7397,6152.428571428572
2021-03-18,3726,3.0,5.1,2.1,9.1,44.0,None,0,5,3,18,11,0,Spring,3742,7622,5595.857142857143
2021-03-19,6702,1.3,3.9,-1.3,0.0,29.3,None,0,6,3,19,11,0,Spring,3726,7224,5521.285714285715
2021-03-20,12832,4.1,10.6,-1.7,0.0,15.7,None,0,7,3,20,11,1,Spring,6702,12664,5545.285714285715
2021-03-21,16342,8.7,16.1,1.7,0.0,23.9,None,0,1,3,21,11,1,Spring,12832,5350,7115.571428571428
2021-03-22,11167,11.9,18.5,6.3,0.0,24.0,None,0,2,3,22,12,0,Spring,16342,2212,8394.857142857143
2021-03-23,5345,11.6,16.2,9.2,7.6,29.1,None,0,3,3,23,12,0,Spring,11167,4253,8550.857142857143
2021-03-24,8275,12.6,15.6,8.9,2.9,39.2,None,0,4,3,24,12,0,Spring,5345,3742,9198.42857142857
2021-03-25,6127,5.7,7.9,3.2,5.4,36.4,None,0,5,3,25,12,0,Spring,8275,3726,9541.42857142857
2021-03-26,6291,3.2,4.8,1.7,4.3,35.3,None,0,6,3,26,12,0,Spring,6127,6702,9482.714285714286
2021-03-27,12852,10.0,18.8,3.0,2.4,27.7,None,0,7,3,27,12,1,Spring,6291,12832,9485.57142857143
2021-03-28,7451,5.9,11.3,0.7,0.0,37.6,None,0,1,3,28,12,1,Spring,12852,16342,8215.42857142857
2021-03-29,9027,6.7,15.5,-1.9,0.0,40.4,None,0,2,3,29,13,0,Spring,7451,11167,7909.714285714285
2021-03-30,9908,12.7,19.5,8.3,0.5,36.8,None,0,3,3,30,13,0,Spring,9027,5345,8561.57142857143
2021-03-31,6535,3.9,7.6,1.3,0.1,26.7,None,0,4,3,31,13,0,Spring,9908,8275,8313.0
2021-04-01,5635,-0.7,1.4,-3.3,0.0,31.0,None,0,5,4,1,13,0,Spring,6535,6127,8242.714285714286
2021-04-02,9313,2.7,8.8,-4.8,0.0,23.5,None,0,6,4,2,13,0,Spring,5635,6291,8674.42857142857
2021-04-03,19646,10.6,18.9,2.5,0.0,33.4,None,0,7,4,3,13,1,Spring,9313,12852,9645.0
2021-04-04,17180,12.6,19.0,4.1,0.0,20.2,Western Easter,1,1,4,4,13,1,Spring,19646,7451,11034.857142857143
2021-04-05,11424,18.0,22.6,12.5,0.3,26.3,None,0,2,4,5,14,0,Spring,17180,9027,11377.285714285714
2021-04-06,17313,20.4,26.6,13.2,0.0,28.9,None,0,3,4,6,14,0,Spring,11424,9908,12435.142857142857
2021-04-07,15605,19.4,25.7,14.3,1.3,29.6,None,0,4,4,7,14,0,Spring,17313,6535,13730.857142857143
2021-04-08,5397,14.8,17.4,11.1,13.7,29.3,None,0,5,4,8,14,0,Spring,15605,5635,13696.857142857143
2021-04-09,12459,12.9,17.3,10.0,1.4,35.9,None,0,6,4,9,14,0,Spring,5397,9313,14146.285714285714
2021-04-10,5532,9.1,12.1,7.0,10.1,22.1,None,0,7,4,10,14,1,Spring,12459,19646,12130.0
2021-04-11,10987,8.5,11.1,5.9,0.1,19.9,None,0,1,4,11,14,1,Spring,5532,17180,11245.285714285714
2021-04-12,11144,12.1,16.7,8.2,1.8,30.3,None,0,2,4,12,15,0,Spring,10987,11424,11205.285714285714
2021-04-13,10161,8.7,12.9,5.0,0.0,29.2,None,0,3,4,13,15,0,Spring,11144,17313,10183.57142857143
2021-04-14,8337,5.8,9.2,1.9,0.0,22.2,None,0,4,4,14,15,0,Spring,10161,15605,9145.285714285714
2021-04-15,8708,5.6,8.8,2.3,0.0,24.3,None,0,5,4,15,15,0,Spring,8337,5397,9618.285714285714
2021-04-16,11177,5.7,8.2,3.6,0.0,17.7,None,0,6,4,16,15,0,Spring,8708,12459,9435.142857142857
2021-04-17,14101,5.9,8.6,3.5,0.0,19.1,None,0,7,4,17,15,1,Spring,11177,5532,10659.285714285714
2021-04-18,13319,9.3,16.3,1.0,0.2,17.7,None,0,1,4,18,15,1,Spring,14101,10987,10992.42857142857
2021-04-19,6763,8.2,11.5,5.7,2.8,23.5,None,0,2,4,19,16,0,Spring,13319,11144,10366.57142857143
2021-04-20,6486,3.1,5.1,1.6,2.9,20.6,None,0,3,4,20,16,0,Spring,6763,10161,9841.57142857143
2021-04-21,6591,2.7,8.5,-1.6,2.5,18.5,None,0,4,4,21,16,0,Spring,6486,8337,9592.142857142857
2021-04-22,10827,6.4,13.6,-1.2,0.0,24.5,None,0,5,4,22,16,0,Spring,6591,8708,9894.857142857143
2021-04-23,13462,10.7,16.7,4.8,0.0,29.3,None,0,6,4,23,16,0,Spring,10827,11177,10221.285714285714
2021-04-24,15106,10.7,13.3,8.7,2.2,24.5,None,0,7,4,24,16,1,Spring,13462,14101,10364.857142857143
2021-04-25,8867,5.0,9.3,3.5,0.0,27.7,None,0,1,4,25,16,1,Spring,15106,13319,9728.857142857143
2021-04-26,14430,14.2,24.2,3.4,0.0,38.9,None,0,2,4,26,17,0,Spring,8867,6763,10824.142857142857
2021-04-27,18266,22.1,29.8,13.7,0.0,32.4,None,0,3,4,27,17,0,Spring,14430,6486,12507.0
2021-04-28,6812,10.6,20.8,6.6,8.8,23.7,None,0,4,4,28,17,0,Spring,18266,6591,12538.57142857143
2021-04-29,9869,9.9,13.5,6.6,5.0,26.4,None,0,5,4,29,17,0,Spring,6812,10827,12401.714285714286
2021-04-30,12313,7.8,12.3,5.1,0.0,37.0,None,0,6,4,30,17,0,Spring,9869,13462,12237.57142857143
2021-05-01,24401,15.5,26.0,4.4,0.0,45.6,None,0,7,5,1,17,1,Spring,12313,15106,13565.42857142857
2021-05-02,24799,21.9,28.0,16.0,0.1,38.5,Eastern Easter,1,1,5,2,17,1,Spring,24401,8867,15841.42857142857
2021-05-03,9803,17.9,23.0,14.3,5.4,26.3,None,0,2,5,3,18,0,Spring,24799,14430,15180.42857142857
2021-05-04,9327,11.1,15.9,9.3,0.7,26.2,None,0,3,5,4,18,0,Spring,9803,18266,13903.42857142857
2021-05-05,12602,8.7,11.0,6.3,0.0,24.2,None,0,4,5,5,18,0,Spring,9327,6812,14730.57142857143
2021-05-06,9574,8.4,10.0,6.9,6.8,25.8,None,0,5,5,6,18,0,Spring,12602,9869,14688.42857142857
2021-05-07,13499,8.2,12.7,5.1,0.4,24.9,None,0,6,5,7,18,0,Spring,9574,12313,14857.857142857143
2021-05-08,15241,6.7,9.1,2.7,4.3,20.6,None,0,7,5,8,18,1,Spring,13499,24401,13549.285714285714
2021-05-09,7333,6.5,9.3,4.1,20.7,31.1,None,0,1,5,9,18,1,Spring,15241,24799,11054.142857142857
2021-05-10,9367,6.2,7.6,3.9,0.4,23.7,None,0,2,5,10,19,0,Spring,7333,9803,10991.857142857143
2021-05-11,11099,6.6,8.9,3.1,0.2,20.6,None,0,3,5,11,19,0,Spring,9367,9327,11245.0
2021-05-12,13436,9.1,13.2,3.7,0.0,15.5,None,0,4,5,12,19,0,Spring,11099,12602,11364.142857142857
2021-05-13,16592,11.5,17.8,2.4,0.0,20.5,None,0,5,5,13,19,0,Spring,13436,9574,12366.714285714286
2021-05-14,20480,13.9,19.5,6.5,0.0,18.4,None,0,6,5,14,19,0,Spring,16592,13499,13364.0
2021-05-15,15523,13.8,16.9,9.8,1.6,19.9,None,0,7,5,15,19,1,Spring,20480,15241,13404.285714285714
2021-05-16,23552,15.3,20.7,9.3,0.0,18.7,None,0,1,5,16,19,1,Spring,15523,7333,15721.285714285714
2021-05-17,15219,15.8,18.7,12.7,0.0,16.7,None,0,2,5,17,20,0,Spring,23552,9367,16557.285714285714
2021-05-18,12671,18.3,23.4,13.3,4.4,25.5,None,0,3,5,18,20,0,Spring,15219,11099,16781.85714285714
2021-05-19,16068,19.9,23.6,17.2,6.4,30.3,None,0,4,5,19,20,0,Spring,12671,13436,17157.85714285714
2021-05-20,20540,23.5,28.4,18.4,0.0,28.0,None,0,5,5,20,20,0,Spring,16068,16592,17721.85714285714
2021-05-21,24921,24.1,29.7,18.0,0.0,27.6,None,0,6,5,21,20,0,Spring,20540,20480,18356.285714285714
2021-05-22,35025,25.0,30.6,17.6,0.2,24.3,None,0,7,5,22,20,1,Spring,24921,15523,21142.285714285714
2021-05-23,21597,21.7,27.5,13.6,6.6,16.6,None,0,1,5,23,20,1,Spring,35025,23552,20863.0
2021-05-24,19949,22.2,30.4,13.1,0.2,27.4,None,0,2,5,24,21,0,Spring,21597,15219,21538.714285714286
2021-05-25,18914,25.0,30.0,20.9,2.0,34.9,None,0,3,5,25,21,0,Spring,19949,12671,22430.571428571428
2021-05-26,20490,21.7,27.5,15.0,2.6,26.5,None,0,4,5,26,21,0,Spring,18914,16068,23062.285714285714
2021-05-27,11836,12.5,14.2,11.4,16.2,36.6,None,0,5,5,27,21,0,Spring,20490,20540,21818.85714285714
2021-05-28,7319,9.2,10.7,7.6,9.1,42.0,None,0,6,5,28,21,0,Spring,11836,24921,19304.285714285714
2021-05-29,21812,10.1,13.5,7.3,0.0,31.5,None,0,7,5,29,21,1,Spring,7319,35025,17416.714285714286
2021-05-30,26981,13.0,17.9,6.3,0.0,16.2,None,0,1,5,30,21,1,Spring,21812,21597,18185.85714285714
2021-05-31,21663,16.7,21.5,12.1,0.5,21.9,Memorial Day,1,2,5,31,22,0,Spring,26981,19949,18430.714285714286
2021-06-01,19510,16.1,22.1,9.1,0.0,16.7,None,0,3,6,1,22,0,Summer,21663,18914,18515.85714285714
2021-06-02,20270,17.4,21.2,12.7,0.0,20.2,None,0,4,6,2,22,0,Summer,19510,20490,18484.428571428572
2021-06-03,23576,21.4,29.2,11.5,0.0,20.2,None,0,5,6,3,22,0,Summer,20270,11836,20161.571428571428
2021-06-04,25839,26.8,33.3,20.7,0.1,31.6,None,0,6,6,4,22,0,Summer,23576,7319,22807.285714285714
2021-06-05,36697,27.4,33.2,19.9,0.0,30.8,None,0,7,6,5,22,1,Summer,25839,21812,24933.714285714286
2021-06-06,29112,26.8,31.7,21.4,0.1,31.7,None,0,1,6,6,22,1,Summer,36697,26981,25238.14285714286
2021-06-07,17672,23.1,26.2,21.3,24.2,22.0,None,0,2,6,7,23,0,Summer,29112,21663,24668.0
2021-06-08,22651,23.4,27.3,19.8,3.7,19.4,None,0,3,6,8,23,0,Summer,17672,19510,25116.714285714286
2021-06-09,24871,21.4,24.6,17.1,1.0,16.8,None,0,4,6,9,23,0,Summer,22651,20270,25774.0
2021-06-10,25642,20.4,24.7,16.6,0.0,15.0,None,0,5,6,10,23,0,Summer,24871,23576,26069.14285714286
2021-06-11,29897,23.5,28.3,18.8,0.0,15.5,None,0,6,6,11,23,0,Summer,25642,25839,26648.85714285714
2021-06-12,34624,22.3,26.3,18.2,0.8,17.8,None,0,7,6,12,23,1,Summer,29897,36697,26352.714285714286
2021-06-13,34832,22.6,26.1,18.5,0.0,17.7,None,0,1,6,13,23,1,Summer,34624,29112,27169.85714285714
2021-06-14,23382,21.7,23.2,18.5,0.0,28.9,None,0,2,6,14,24,0,Summer,34832,17672,27985.571428571428
2021-06-15,24204,19.4,22.2,16.5,0.0,22.2,None,0,3,6,15,24,0,Summer,23382,22651,28207.428571428572
2021-06-16,25620,18.6,21.8,15.1,0.0,20.9,None,0,4,6,16,24,0,Summer,24204,24871,28314.428571428572
2021-06-17,26334,24.6,33.3,14.5,0.0,29.5,None,0,5,6,17,24,0,Summer,25620,25642,28413.285714285714
